292,4027,3.5,1140816541
292,4034,3.0,1140049526
292,4041,4.5,1140153503
292,4054,4.0,1140050603
292,4069,4.0,1140050608
292,4085,3.5,1140049753
292,4148,4.0,1140153514
292,4246,3.5,1140049837
292,4306,4.5,1140051271
292,4308,4.5,1140149154
292,4489,4.0,1140049719
292,4587,3.5,1140050812
292,4616,4.0,1140049868
292,4676,3.5,1140050820
292,4787,4.0,1140049945
292,4886,4.5,1140049518
292,4896,3.5,1161558004
292,4963,4.5,1140050181
292,4993,4.0,1140816501
292,4995,4.0,1161558010
292,5066,4.0,1140050808
292,5103,5.0,1140049747
292,5294,4.5,1140049781
292,5296,4.0,1140050817
292,5299,4.0,1140050204
292,5308,4.0,1140050605
292,5377,4.0,1140049900
292,5415,4.0,1140050789
292,5418,3.0,1140050525
292,5445,3.5,1140049995
292,5630,4.0,1140050041
292,5679,4.0,1140050093
292,5693,4.0,1140050786
292,5791,5.0,1140149340
292,5816,2.0,1176920178
292,5952,3.5,1161558028
292,5954,3.5,1140149109
292,5989,3.5,1140050584
292,5991,4.5,1140050071
292,6058,3.5,1140050793
292,6218,4.5,1140050588
292,6297,3.5,1140049663
292,6333,4.0,1140049962
292,6365,3.5,1140050598
292,6377,4.5,1140816489
292,6378,4.0,1140050051
292,6502,4.5,1140149280
292,6765,4.0,1140050779
292,6863,3.5,1140049740
292,6873,3.0,1140050781
292,6874,4.5,1140149120
292,6934,4.0,1161557998
292,6944,4.5,1140050749
292,7064,4.0,1140050907
292,7147,4.5,1140148986
292,7153,3.5,1140816485
292,7158,3.5,1140149200
292,7161,3.5,1140050754
292,7438,4.5,1140149094
292,7624,4.0,1140049655
292,8366,4.0,1140049957
292,8373,3.5,1140050763
292,8528,4.0,1140153474
292,8638,4.0,1140149321
292,8784,4.5,1140050424
292,8958,4.0,1140148968
292,8961,4.5,1161558000
292,30822,4.0,1140050009
292,31433,4.5,1140050308
292,32587,4.5,1140153443
292,33166,3.5,1140148962
292,33493,4.0,1161558022
292,35836,3.5,1140050453
292,40629,4.5,1140050264
292,41566,4.5,1161558025
293,1,4.0,1064615574
293,76,3.5,1064615891
293,110,3.5,1064616293
293,147,4.0,1064616812
293,247,2.0,1064617041
293,260,2.5,1064617019
293,345,3.5,1064616072
293,356,3.5,1064615865
293,435,3.0,1063997468
293,442,2.0,1063997434
293,497,4.0,1064615947
293,541,3.5,1064616290
293,589,3.5,1064616959
293,594,0.5,1063997440
293,653,3.5,1064616701
293,741,4.5,1064616056
293,750,4.0,1063997462
293,924,4.0,1064615628
293,1022,1.5,1064616090
293,1073,0.5,1064617034
293,1080,1.5,1063997529
293,1097,2.0,1064617079
293,1183,3.0,1063997448
293,1197,5.0,1064615292
293,1200,4.5,1064615365
293,1240,3.5,1064616963
293,1270,3.0,1064616322
293,1274,4.0,1064616043
293,1278,4.0,1064615344
293,1320,3.0,1064615376
293,1374,3.0,1063997497
293,1376,4.0,1064616862
293,1407,3.5,1063997539
293,1641,4.0,1063997482
293,1676,2.0,1064615649
293,1690,2.0,1064615383
293,1717,3.5,1064615907
293,1805,2.5,1064615993
293,1923,3.5,1064615950
293,1960,4.5,1064616014
293,1968,4.5,1063997426
293,2096,4.0,1064615822
293,2116,3.0,1064615534
293,2174,1.5,1063997516
293,2248,4.5,1064615940
293,2291,5.0,1064615782
293,2329,4.5,1064616242
293,2355,4.5,1063997455
293,2496,4.5,1064616017
293,2572,4.5,1064615966
293,2788,4.0,1064615930
293,3114,3.0,1063997506
293,3176,1.5,1064615457
293,3189,4.5,1064616412
293,3479,2.0,1064617048
293,3701,3.5,1064615370
293,3911,4.5,1064616386
293,3996,4.5,1063997522
293,4143,0.5,1064615273
293,4210,3.0,1064616653
293,4306,4.0,1064617001
293,4367,3.5,1064616946
293,4369,5.0,1064615320
293,4427,5.0,1064615764
293,4557,4.0,1064616196
293,4584,5.0,1064616222
293,4886,3.0,1064615588
293,4896,4.0,1064615557
293,4993,4.0,1064615526
293,4995,4.0,1064616318
293,5069,4.5,1064617089
293,5218,4.0,1064615616
293,5220,3.5,1064615476
293,5463,4.0,1064616681
293,5952,4.0,1064615536
293,5991,3.5,1064616622
293,6170,1.5,1064616314
293,6539,5.0,1063997593
293,6796,4.0,1064616302
294,1,4.0,1047071649
294,5,3.5,1062619499
294,7,5.0,1047072215
294,10,3.5,1054068559
294,11,3.0,1048536701
294,12,4.0,1062621382
294,17,4.0,1048536399
