70,1367,5.0,853955020
71,581,4.0,974659023
71,589,3.0,974659502
71,908,5.0,974659502
71,1171,5.0,974659646
71,1259,4.0,974659502
71,1284,5.0,974659502
71,1617,5.0,974659023
71,1673,4.0,974659502
71,1957,4.0,974659023
71,2858,5.0,974659408
71,3098,4.0,974659023
71,3125,4.0,974658951
71,3160,5.0,974659408
71,3422,3.0,974659023
71,3481,4.0,974659502
71,3626,4.0,974659408
71,3920,5.0,974659502
71,3925,5.0,974659646
71,3930,4.0,974659408
71,3932,4.0,974659593
71,3963,3.0,974659408
71,3965,4.0,974659696
71,3966,5.0,974659408
72,1,3.5,1461778737
72,2,2.5,1461784724
72,47,3.5,1461784392
72,50,4.0,1461778528
72,110,3.5,1461784365
72,150,3.5,1461784569
72,260,3.0,1461778719
72,296,4.0,1461778730
72,318,4.0,1461778524
72,356,4.0,1461778698
72,480,3.0,1461778746
72,527,4.0,1461778534
72,541,4.0,1461784459
72,593,3.5,1461778557
72,608,4.0,1461784432
72,778,4.0,1461784481
72,858,4.5,1461778530
72,912,3.5,1461784591
72,924,4.0,1461784596
72,1036,3.0,1461784428
72,1196,3.0,1461778739
72,1200,3.0,1461784475
72,1206,4.0,1461784499
72,1208,4.0,1461784671
72,1213,4.0,1461778560
72,1221,4.0,1461778537
72,1222,4.0,1461784640
72,1246,3.5,1461784644
72,1258,4.0,1461784494
72,1270,3.0,1461778751
72,1682,3.5,1461784424
72,1961,3.5,1461784642
72,2006,2.5,1461778617
72,2028,3.5,1461784345
72,2324,4.0,1461784445
72,2395,3.5,1461778611
72,2571,3.5,1461778692
72,2628,3.0,1461784613
72,2692,3.5,1461784742
72,2762,4.0,1461784405
72,2858,4.0,1461784348
72,2918,3.0,1461784637
72,2959,4.0,1461778563
72,3114,3.0,1461784599
72,3481,3.0,1461778600
72,3578,3.0,1461778760
72,3717,1.5,1461784035
72,3753,2.5,1461783967
72,3793,3.0,1461783836
72,3897,3.0,1461783926
72,3949,3.5,1461784442
72,3996,3.5,1461783857
72,4011,3.5,1461783923
72,4018,3.0,1461784071
72,4022,4.0,1461783913
72,4025,1.5,1461784048
72,4027,3.5,1461783915
72,4226,4.0,1461783834
72,4246,2.5,1461783988
72,4262,4.0,1461784652
72,4306,3.0,1461784367
72,4447,3.0,1461784065
72,4720,3.5,1461784011
72,4878,4.0,1461783905
